"words","term.freq","doc.freq"
"sinu[1]gn",1,1
"tabni-ilu[1]pn",1,1
"kê[how?]qp",1,1
"zarana[1]gn",2,1
"aridu[1]gn",1,1
"kapar-mariyaba[1]gn",1,1
"ilhini[1]gn",1,1
"kapar-amdanu[1]gn",1,1
"bur-šarri[1]gn",1,1
"lapsia[1]gn",1,1
"miksu[tax-(on-produce)]n",2,1
"kukab[1]gn",1,1
"rummû[released]aj",1,1
"mutianni[1]gn",1,1
"ēdumānu[single]aj",1,1
"nagmuru[finished]aj",1,1
"šibirtu[1]gn",1,1
"huhhu[1]pn",1,1
"šaʾʾurtu[dirt]n",1,1
"šahālu[sieve]v",1,1
"rahdiaba[1]pn",1,1
"aššur-ašared[1]pn",1,1
"argisti[1]rn",1,1
"laruba[1]gn",1,1
"nuraya[1]en",1,1
"humamati[1]pn",1,1
"haldi-abu-uṣur[1]pn",1,1
"ahhutun[1]pn",1,1
"raqû[hidden]aj",1,1
"gubbu[cistern]n",1,1
"danibanu[1]gn",1,1
"aba[1]gn",2,1
"harimtu[(temple)-prostitute]n",1,1
"šasummu[(meaning-unknown)]n",1,1
"hahhu[plum-tree?]n",1,1
"tabarru[red-wool]n",1,1
"alzunu[1]gn",1,1
"tidu[1]gn",1,1
"asūnakka[(meaning-unknown)]v",1,1
"adāru[(a-tree)]n",1,1
"abati[(meaning-unknown)]n",1,1
"mūru[young-animal]n",1,1
"erû[grindstone]n",1,1
"tebal[(meaning-unknown)]n",1,1
"ada[(meaning-unknown)]n",1,1
"sinnutu[brand?]n",1,1
"labiraya[labirean]en",1,1
"sakkuanaya[sakkuanean]en",1,1
"zuʾʾû[(meaning-unknown)]v",1,1
"kuʾintu[(meaning-unknown)]n",1,1
"ubru-palil[1]pn",1,1
"ehūla[(meaning-unknown)]av",1,1
"ilu-illika[1]pn",1,1
"abi-yaqa[1]pn",1,1
"rabūšene[(in)-fourth-year]av",1,1
"mudurnaya[meturnean?]en",1,1
"mudurna[meturna?]gn",1,1
"marhuha[1]gn",2,1
"marhuhaya[marhuhaean]en",1,1
"ridpu[pursuit]n",1,1
"hakmu[understanding]aj",1,1
"gamuzu[(meaning-unknown)]aj",1,1
"burbāni[(meaning-unknown)]n",1,1
"hadattu[1]gn",1,1
"šimkaya[1]pn",1,1
"pāšu[axe]n",1,1
"dimašqaya[damascene]en",1,1
"ušhaya[ušhaean]en",1,1
"qudaya[qudaean]en",1,1
"kanšu[submissive]aj",2,1
"mumaya[mumaean]en",1,1
"halzi-atbaraya[1]en",1,1
"yasumu[1]gn",1,1
"ehimannaya[ehimannean]en",1,1
"ṭunbaun[1]pn",1,1
"elizzada[1]gn",2,1
"sakuata[1]pn",1,1
"qaniun[1]gn",1,1
"siplia[1]pn",1,1
"armiraliu[1]gn",1,1
"suna[1]pn",1,1
"ahītu[side]n",2,1
"wazae[1]gn",1,1
"šibṭuru[1]gn",1,1
"šattera[1]gn",1,1
"narage[1]pn",1,1
"urṣene[1]pn",1,1
"ukku[1]gn",1,1
"guriania[1]gn",2,1
"ša-pān-pēthalli[cavalry-foreman]n",1,1
"barzaništa[1]gn",1,1
"bure[1]pn",1,1
"eziye[1]pn",1,1
"gamalu[1]pn",1,1
"ehiye[1]pn",1,1
"kummaya[1]pn",1,1
"biriaun[1]pn",1,1
"bususu[1]gn",1,1
"bususaya[bususaean]en",1,1
"aira[1]gn",1,1
"išpatu[quiver]n",1,1
"zablu[transported]aj",1,1
"šamaš-išmanni[1]pn",1,1
"hanumešu[(meaning-unknown)]n",1,1
"ura[1]gn",1,1
"šumû[roast-meat]n",1,1
"eṣēnu[smell]v",1,1
"wazana[1]gn",1,1
"abile[1]pn",1,1
"babutaya[babutean]en",1,1
"uliaya[uliean]en",1,1
"natanaya[(meaning-unknown)]n",1,1
"denya[1]gn",1,1
"paqnu[(meaning-unknown)]aj",1,1
"arzaya[1]pn",2,1
"uhur[(meaning-unknown)]av",1,1
"ayyaku[(a-type-of-sanctuary)]n",1,1
"tuʾayu[1]pn",1,1
"paye[1]gn",1,1
"yanzu[1]pn",1,1
"harrania[1]gn",3,1
"burte[1]gn",2,1
"alamu[1]gn",1,1
"muši[1]gn",1,1
"uluaya[1]en",1,1
"lullupaya[1]pn",1,1
"ammi-raʾi[1]pn",1,1
"sihana[1]gn",1,1
"maršu[leather-strap]n",1,1
"uṣunali[1]gn",1,1
"huʾdiadae[1]gn",1,1
"puliaya[1]en",1,1
"surianaya[1]en",1,1
"arhi[1]gn",1,1
"ašru[submissive]aj",1,1
"kāšidu[conquering]aj",1,1
"tāhāzu[battle]n",1,1
"hapûtu[destruction]n",1,1
"kuyaka[1]pn",1,1
"habsi[1]pn",2,1
"pihame[1]pn",1,1
"hardūtu[vigilance]n",1,1
"šarāṣu[(meaning-unknown)]v",1,1
"utarsi[(meaning-unknown)]v",1,1
"tunimmu[(a-kind-of-leather)]n",1,1
"šarbu[rainy-season]n",1,1
"qūbātu[ague?]n",1,1
"sulummû[peace-making]n",1,1
"bit-abdadani[1]gn",1,1
"zaba-iqiša[1]pn",2,1
"uluaza[1]gn",1,1
"issar-šumu-iqiša[1]pn",1,1
"paššate[1]gn",1,1
"irginu[(a-breed-or-colour-of-horse)]n",1,1
"haršaya[1]en",1,1
"tuānu[(a-breed-of-horse)]n",1,1
"andia[1]gn",1,1
"sua[1]gn",1,1
"ušti[1]gn",1,1
"aššur-šarrani[1]pn",1,1
"baziya[1]pn",1,1
"urmakinnu[1]pn",1,1
"harmasaya[harmasaean]en",1,1
"hirite[1]gn",1,1
"sumbi[1]gn",1,1
"kumesaya[kumesaean]en",1,1
"kibatki[1]gn",2,1
"kubaba-satar[1]pn",1,1
"inṣabri[1]pn",1,1
"šamaš-ukin[1]pn",1,1
"ummuru[chosen]aj",1,1
"izirtu[1]gn",1,1
"milhu[(a-type-of-stone)]n",1,1
"aza[1]pn",1,1
"sanha[1]gn",1,1
"ulušia[1]gn",1,1
"kubaba-ilaʾi[1]pn",1,1
"tikriš[1]gn",1,1
"damdāmu[(a-kind-of-mule)]n",1,1
"iršumu[1]pn",1,1
"tagalagi[1]gn",1,1
"arrakdi[1]gn",2,1
"babiti[1]gn",1,1
"nimarkaya[1]pn",1,1
"sirura[1]gn",1,1
"ampihabi[1]gn",1,1
"tahalu[1]gn",1,1
"qunbuna[1]gn",1,1
"arzizi[1]gn",1,1
"arzizaya[arzizean]en",1,1
"ṭerrubu[(meaning-unknown)]n",1,1
"appina[1]gn",2,1
"suitka[1]pn",1,1
"meṣate-ibni[1]pn",1,1
"šarru-iqbi[1]gn",1,1
"ziāqu[blow]v",1,1
"kippatu[circle]cn",1,1
"sadirtu[battle-line]n",2,1
"ṣarbatu[poplar]n",1,1
"isanaya[1]en",1,1
"ša-ili-dubbu[1]pn",1,1
"ṣuppu[white-sheep]n",1,1
"šūkulu[fed]aj",1,1
"ešertu[group-of-ten]n",1,1
"dur-yakinaya[dur-yakinite]en",1,1
"qablītu[(meaning-unknown)]n",1,1
"šuharruru[be-deathly-still]v",1,1
"musani[1]pn",1,1
"nīlu[lying-down]aj",1,1
"arazaya[arazean]en",1,1
"tuʾaya[1]pn",1,1
"zuqqupu[fixed]aj",1,1
"irmuna[1]gn",1,1
"šarpu[burnt]aj",1,1
"rāʾunu[(meaning-unknown)]n",1,1
"šimu[1]gn",1,1
"paṣṣu[absent]aj",1,1
"magidu[megiddo]gn",1,1
"iqiša-marduk[1]pn",1,1
"nakkapu[circumference]n",2,1
"haluppu[(a-tree)]n",1,1
"kabbaru[very-thick]aj",1,1
"kabru[thick]aj",1,1
"šaššūgu[(a-tree)]n",1,1
"arraku[very-long]aj",1,1
"minītu[measure]n",1,1
"mušku[(a-tree)]n",1,1
"šiṭru[(piece-of)-writing]n",1,1
"ṣīpu[submersion]n",1,1
"duyanusi[1]pn",2,1
"naṣi[1]pn",1,1
"bihi[1]pn",1,1
"immani-aššur[1]pn",1,1
"yaya[1]pn",1,1
"til-inurta[1]gn",1,1
"naʾdi[1]pn",1,1
"al-tuklatuʾa[1]pn",1,1
"mumar-il[1]pn",1,1
"issar-daʾʾininni[1]pn",1,1
"mukinnat-issar[1]pn",1,1
"aššur-aplu-iddina[1]pn",1,1
"šamaš-immi[1]pn",1,1
"ezbu-lešir[1]pn",1,1
"saggil-biʾdi[1]pn",1,1
"silim-issar[1]pn",1,1
"nergal-mušezib[1]pn",1,1
"issar-aplu-iddina[1]pn",1,1
"ebissi-šarri[1]pn",1,1
"kapar-armaya[1]gn",1,1
"ayne[1]pn",1,1
"urdu-issaran[1]pn",1,1
"šer-nuri[1]pn",1,1
"šamaš-nammir[1]pn",1,1
"uquwa[1]pn",1,1
"abzi[1]pn",1,1
"eriba-aššur[1]pn",1,1
"taklak-ana-beliya[1]pn",1,1
"suhiru[1]pn",1,1
"mušallim-inurta[1]pn",1,1
"šaulanu[1]pn",1,1
"sin-šallimanni[1]pn",1,1
"raṣappa[rezef]gn",1,1
"ituʾayu[1]pn",1,1
"alu-ṣarrapi[goldsmith-town]gn",1,1
"ša-aššur-anenu[1]pn",1,1
"bel-ali[1]pn",2,1
"hannubu[1]pn",1,1
"geya[1]pn",1,1
"susya[1]pn",2,1
"šamaš-bani-apli[1]pn",1,1
"kenu-abuʾa[1]pn",1,1
"tamṭītu[diminution]n",1,1
"qurbu-ilu[1]pn",1,1
"adad-ahu-uṣur[1]pn",1,1
"alli[1]gn",1,1
"dagan-šimti[1]pn",1,1
"muaddi[1]pn",1,1
"zibatu[1]pn",1,1
"damqi[1]pn",1,1
"kenuʾa[1]pn",1,1
"mullu-abu[1]pn",1,1
"kukulu[1]pn",1,1
"kullulu[1]pn",1,1
"meze[1]gn",1,1
"seʾ-matiʾ[1]pn",1,1
"zabudu[1]pn",1,1
"ubru-sin[1]pn",1,1
"ṣirina[1]gn",1,1
"nur-seʾ[1]pn",1,1
"sahhi[1]pn",1,1
"adad-iqiša[1]pn",1,1
"aššur-mutakkil-šarri[1]pn",1,1
"kakki-aya[1]pn",1,1
"šubi-il[1]pn",1,1
"seʾ-ṭuri[1]pn",1,1
"mannu-ki[1]pn",1,1
"inurta-alik-pani[1]pn",1,1
"nabu-zer-kitti-lišir[1]pn",1,1
"ṣalli-ibši[1]gn",1,1
"urdu-nergal[1]pn",2,1
"bit-kuti[1]gn",1,1
"bit-kuti[1]pn",1,1
"saggil[1]dn",1,1
"til-kurgarri[1]gn",1,1
"hanuru[1]gn",1,1
"eṭir-marduk[1]pn",2,1
"saklu[simple]aj",1,1
"kuluna[1]gn",1,1
"ṣeranu[1]pn",1,1
"ibašši-ilaʾi[1]pn",1,1
"kapar-laqepu[1]gn",2,1
"kapar-rabi[1]gn",1,1
"haldi-ibni[1]pn",1,1
"ke-aya[1]pn",1,1
"yadaʾ-il[1]pn",1,1
"v-{d}im-pab-u-tu₂[itti-adad-ahhutu]1",1,1
"girsa[1]pn",1,1
"nihut[1]gn",1,1
"buruqu[1]gn",2,1
"bābtu[city-quarter]n",3,1
"kurbanu[1]pn",4,1
"napihu[1]gn",5,1
"kišubbû[waste-ground]n",1,1
"tikasu[1]pn",1,1
"nadbanu[1]pn",1,1
"ubru-allaya[1]pn",2,1
"bit-dagan[1]gn",1,1
"gazilu[1]pn",2,1
"maškarit[1]gn",1,1
"adad-belu-taqqin[1]pn",1,1
"ilu-tapputi[1]pn",1,1
"milki-uri[1]pn",1,1
"kiṣir-šarri[1]pn",1,1
"nadbi-yau[1]pn",1,1
"bin-dikiri[1]pn",1,1
"kidin-ili[1]pn",1,1
"nabu-kašir[1]pn",1,1
"šamaš-raʾim-ketti[1]pn",1,1
"ana-aššur-taklak[1]pn",1,1
"il-qatar[1]pn",1,1
"šiddi-hiriti[1]gn",1,1
"qausu[1]pn",1,1
"ṭuduti[1]pn",1,1
"haluʾa[1]pn",1,1
"ṣuṣa[1]pn",1,1
"il-natan[1]pn",1,1
"dusi[1]pn",2,1
"danqa-dibbi-issar[1]pn",1,1
"qalunzu[1]pn",1,1
"yaʾla[1]pn",1,1
"uquputu[1]pn",1,1
"takkulu[1]pn",1,1
"halṣu[combed]aj",1,1
"kubabu-sapi[1]pn",1,1
"illuknu[1]pn",1,1
"huhabašu[1]pn",1,1
"mahsi-yau[1]pn",1,1
"zababa-ahu-uṣur[1]pn",1,1
"danqi[1]pn",1,1
"mar-nuri[1]pn",1,1
"rapa-yau[1]pn",1,1
"atta-qamuʾa[1]pn",1,1
"ila[1]pn",1,1
"qa[1]pn",1,1
"hanṭušu[1]pn",1,1
"abi-qamu[1]pn",1,1
"sin-zaqip[1]pn",1,1
"bar-ahu[1]pn",1,1
"ṭabunu[1]pn",1,1
"sitirkanu[1]pn",1,1
"nabu-mudammiq[1]pn",1,1
"bab-tinurayu[1]pn",1,1
"unzarhu[1]pn",1,1
"šarrat-nipha[1]dn",1,1
"gula-zeru-ibni[1]pn",1,1
"aššur-leʾani[1]pn",1,1
"pirʾaya[1]pn",1,1
"zakkuru[1]pn",2,1
"dukur-il[1]pn",2,1
"dususu[1]pn",1,1
"milku-il[1]pn",1,1
"inurta-mušezib[1]pn",1,1
"kabti-ilani[1]pn",1,1
"aya-neri[1]pn",1,1
"zeru-lešir[1]pn",1,1
"il-padi[1]pn",1,1
"uhima[1]pn",1,1
"surarte[1]pn",1,1
"astar-qumu[1]pn",1,1
"la-amašši-bel[1]pn",1,1
"apladad-dala[1]pn",1,1
"kubabu-ahu-iddina[1]pn",1,1
"nashu[torn]aj",1,1
"šulmu-lamur[1]pn",1,1
"mar-biʾdi[1]pn",1,1
"šuriha-ilaʾi[1]pn",1,1
"andaranu[1]pn",1,1
"abi-salam[1]pn",1,1
"akbara[1]pn",1,1
"ahi-nadbi[1]pn",1,1
"uraya[1]pn",1,1
"nergal-iddina[1]pn",1,1
"halmanu[1]pn",1,1
"ša-muhhi-bēt-ilāni[overseer-of-the-temple]n",1,1
"ṭaliya[1]pn",2,1
"anat-dalati[1]pn",1,1
"urkitti-ilaʾi[1]pn",1,1
"šamaʾ[1]pn",1,1
"šarru-reʾuʾa[1]pn",1,1
"inurta-kibsi-uṣur[1]pn",1,1
"ezi-pašar[1]pn",1,1
"martuʾ[1]pn",1,1
"šamaš-ballissu[1]pn",1,1
"azamru[fruit]n",1,1
"nabur[1]gn",1,1
"lahirayu[1]pn",1,1
"mazugu[1]pn",1,1
"mannu-ki-adad-milki[1]pn",1,1
"ehiya[1]pn",1,1
"pilaqqa[1]pn",1,1
"ṭab-ruhti[1]pn",1,1
"yateʾ[1]pn",1,1
"dullaya-qanun[1]pn",1,1
"uri-ya[1]pn",1,1
"dadi-ualla[1]pn",1,1
"halina[1]gn",1,1
"sasuka[1]gn",1,1
"gilzanu[1]gn",1,1
"adari[1]gn",2,1
"sin-ereš[1]pn",1,1
"belet-uṣri[1]pn",1,1
"tamluti[1]pn",1,1
"erib-ilani[1]pn",1,1
"salam-adad[1]pn",1,1
"inbi-aššur[1]pn",1,1
"kablu-issar[1]pn",1,1
"sanaʾil[1]pn",1,1
"urakka[1]gn",1,1
"sin-eriba[1]pn",1,1
"kenu-ahu[1]pn",1,1
"haldi-eṭir[1]pn",1,1
"indibi[1]pn",1,1
"kapar-bel-ahhe[1]gn",1,1
"ha-bassi[1]pn",1,1
"ahuanu[1]pn",1,1
"seʾ-zabadi[1]pn",3,1
"abi-haʾli[1]pn",1,1
"našû[bearing]n",1,1
"hasusi[1]pn",1,1
"kimtu[family]n",1,1
"adad-taklak[1]pn",1,1
"babu-ahhe-iddina[1]pn",1,1
"liʾtiru[1]pn",2,1
"naharau[1]pn",1,1
"zunbu[1]pn",2,1
"issar-iqiša[1]pn",1,1
"il-hanana[1]pn",1,1
"šamaš-yadaʾ[1]pn",1,1
"danuni[1]pn",1,1
"mannu-ki-metina[1]pn",1,1
"šimanu[1]pn",1,1
"lu-ahi[1]pn",1,1
"hari-ahhe[1]pn",1,1
"kidin-marduk[1]pn",1,1
"nabuza[1]pn",1,1
"šamaš-edu-lešir[1]pn",1,1
"abdi-el[1]pn",1,1
"apladad-hutni[1]pn",1,1
"belet-ereš[1]pn",2,1
"inurta-remanni[1]pn",1,1
"mar-yateʾ[1]pn",1,1
"mura[1]pn",1,1
"seʾmadi[1]pn",1,1
"kaprabi[1]gn",1,1
"ṣupat[1]pn",1,1
"hamnunu[1]pn",1,1
"il-suri[1]pn",1,1
"adda-sannani[1]pn",1,1
"seʾ-hutni[1]pn",1,1
"meʾsa[1]pn",1,1
"badia[1]pn",1,1
"seʾ-gaba[1]pn",1,1
"ammi-yateʾu[1]pn",1,1
"sangi[1]pn",1,1
"kuisa[1]pn",1,1
"seʾ-duri[1]pn",1,1
"bi-dadi[1]pn",1,1
"menase[1]pn",1,1
"batuʾa[1]pn",2,1
"kalgurig[1]gn",1,1
"kinihma[1]pn",1,1
"hattianu[1]pn",1,1
"aššur-aplu-uṣur[1]pn",1,1
"edu-qidira[1]pn",1,1
"babaya[1]pn",1,1
"nabe-ramu[1]pn",1,1
"baʾala-imme[1]pn",1,1
"šada[1]pn",1,1
"ameqi[1]pn",1,1
"nunua[1]pn",1,1
"bit-balaṭi[1]gn",1,1
"gagi[1]pn",3,1
"šamaš-iqiša[1]pn",6,1
"kar-issar[1]gn",1,1
"kapar-kiluhte[1]gn",1,1
"edaya[1]pn",1,1
"nabu-dannaka-lamur[1]pn",1,1
"medun[1]gn",1,1
"piqaqu[1]pn",1,1
"seʾ-abi[1]pn",1,1
"irri[1]gn",1,1
"anaku[1]pn",1,1
"šamši-iqbi[1]pn",1,1
"rahimi-il[1]pn",1,1
"hatpina[1]gn",1,1
"v-{d}im-pab-tu₂[issi-adad-ahhutu]1",1,1
"ša-ginēšu[official-in-charge-of-the-regular-offering]n",1,1
"zahaṭuṭu[1]pn",1,1
"babanu[1]pn",1,1
"nabu-šimanni[1]pn",1,1
"eṣidayu[1]pn",1,1
"dayanu[1]pn",1,1
"šemahu[1]pn",1,1
"hakkubu[1]pn",3,1
"atuehu[1]pn",1,1
"aba-gu[1]pn",1,1
"abdi-aguni[1]pn",1,1
"attaʾani[1]pn",1,1
"balṭayu[1]pn",1,1
"nabu-kaʾʾin-šarru[1]pn",1,1
"hallapaya[1]pn",1,1
"baddudu[1]pn",1,1
"haldi-ahu-uṣur[1]pn",1,1
"qudaru[1]gn",1,1
"urdu-ilani[1]pn",1,1
"kannu[1]pn",1,1
"babiri[1]pn",1,1
"takali[1]pn",1,1
"nanna[1]pn",1,1
"ta[1]pn",2,1
"qaṣṣabitti[stolen-goods]n",1,1
"issaran-zeru-ibni[1]pn",1,1
"tawari[1]pn",1,1
"šamšua[1]pn",1,1
"kakki-anu[1]pn",1,1
"mawau[1]pn",1,1
"samsi[1]pn",1,1
"kakku[1]pn",1,1
"hadasa[1]pn",1,1
"ilu-liphur[1]pn",1,1
"aššur-ibni[1]pn",1,1
"kuribtu[(a-kind-of-field)]n",1,1
"tikala[1]pn",1,1
"šaplaya[1]pn",1,1
"la-tubašanni-issar[1]pn",1,1
"qurdi-harran[1]pn",1,1
"šumma-ahhe[1]pn",1,1
"sin-nadin-ahi[1]pn",1,1
"amat-sula[1]pn",2,1
"šusanqu[1]pn",1,1
"hur-waṣi[1]pn",2,1
"rasuʾ[1]pn",1,1
"mituru[1]pn",1,1
"aya-lešir[1]pn",1,1
"mitimu[1]pn",1,1
"siru[1]pn",1,1
"kapara[1]pn",1,1
"issar-rabi[1]pn",1,1
"suraya[1]pn",1,1
"gargamisayu[1]pn",1,1
"zazakku[1]pn",1,1
"inurta-ereš[1]pn",2,1
"dannanu[1]gn",1,1
"aya-mitunu[1]pn",1,1
"qaribu[1]pn",1,1
"dunqi-la-teppaš[1]pn",1,1
"v-{d}im-šeš-u-tu₂[itti-adad-ahhutu]1",1,1
"zermahu[1]pn",1,1
"ṣilli-bani[1]pn",1,1
"lidbubu-lipušu[1]pn",1,1
"sin-kašir[1]pn",1,1
"gihilu[1]pn",1,1
"abu-kenu[1]pn",1,1
"adi-ilu[1]pn",1,1
"yaqe[1]pn",1,1
"ahu-lešir[1]pn",1,1
"adda-idri[1]pn",1,1
"duduʾa[1]pn",1,1
"qaqa[1]pn",1,1
"muqquru[1]pn",1,1
"ruradidi[1]pn",1,1
"dunqi-issar[1]pn",1,1
"urdu-yarda[1]pn",2,1
"biʾšu[1]pn",1,1
"abi-larim[1]pn",1,1
"aya-dadu[1]pn",1,1
"qurbu-abuʾa[1]pn",1,1
"batiti[1]pn",1,1
"nabu-bel-ilani[1]pn",1,1
"ilu-kabar[1]pn",1,1
"gula-šumu-lešir[1]pn",1,1
"nabu-šakin-šulmi[1]pn",1,1
"adad-iqbi[1]pn",1,1
"šibaniba[1]gn",1,1
"milki-suri[1]pn",1,1
"ninuʾitu[1]pn",1,1
"adad-eriba[1]pn",1,1
"nabu-kaʾʾin-aplu[1]pn",1,1
"apû[to-be(come)-visible]v",1,1
"inurta-raši[1]pn",1,1
"sar-uarri[1]pn",1,1
"mar-samsi[1]pn",1,1
"seʾ-hati[1]pn",1,1
"nahiranu[1]pn",1,1
"iqbi-ilu[1]pn",1,1
"sin-naṣir[1]pn",2,1
"abdi-azuzi[1]pn",1,1
"urdu-šamaš[1]pn",1,1
"gadi-il[1]pn",1,1
"maliyati[1]gn",1,1
"kapar-ili[village-of-the-god]gn",1,1
"sina[1]pn",1,1
"dadi-bunu[1]pn",1,1
"tiri[1]pn",1,1
"mutaqqin-ilu[1]pn",2,1
"issar-šumu-lešir[1]pn",1,1
"kidinni[1]pn",1,1
"ṭēhu[immediate-vicinity]n",1,1
"aplu-šezibanni[1]pn",1,1
"nergal-ilu[1]pn",1,1
"remut-babu[1]pn",1,1
"šamaš-dari[1]pn",1,1
"illu[1]pn",1,1
"silim-seʾ[1]pn",1,1
"mannu-ki-issaran[1]pn",1,1
"šarru[1]pn",1,1
"nergal-šumu-ibni[1]pn",1,1
"habi[1]pn",1,1
"šamšya[1]pn",1,1
"quwayu[1]pn",1,1
"tarqana[1]gn",1,1
"tursana[1]gn",2,1
"tarditu-ahhe[1]pn",1,1
"ilu-mutaqqin[1]pn",1,1
"andiayu[1]pn",1,1
"šušippum[towel]n",1,1
"palhu-šezib[1]pn",1,1
"gudaʾu[1]pn",2,1
"qarraha[1]pn",1,1
"šamaš-banuʾa[1]pn",1,1
"nur-adad[1]pn",1,1
"danyatiʾil[1]pn",1,1
"bar-zaqe[1]pn",1,1
"ilu-leʾi[1]pn",1,1
"šazabina[1]gn",1,1
"dari-abuʾu[1]pn",1,1
"nanaya-lurši[1]pn",1,1
"dari-abuʾa[1]pn",2,1
"anah[1]gn",1,1
"kuruku[1]pn",1,1
"išta-šer[1]pn",1,1
"abi-ilu[1]pn",1,1
"bel-zeru-iddina[1]pn",1,1
"sin-mutaqqin[1]pn",1,1
"mariʾ[1]pn",1,1
"hatayate[1]gn",1,1
"urulli[1]gn",1,1
"mušēbirtu[ferry(?)]n",1,1
"dusa[1]pn",1,1
"sebetti-ilaʾi[1]pn",1,1
"haldi-ilaʾi[1]pn",1,1
"aššur-šumu-lešir[1]pn",1,1
"yadanu[1]pn",1,1
"urbayu[1]pn",1,1
"lapsare[1]pn",1,1
"daya[1]pn",1,1
"asinu[1]pn",1,1
"nabu-kenu-dugul[1]pn",1,1
"adad-nadin-šumi[1]pn",1,1
"pilaqqi-lipire[1]pn",1,1
"abi-lu-reʾi[1]pn",1,1
"abayu[1]pn",1,1
"šelepu[1]pn",2,1
"zidada[1]gn",1,1
"suhuramu[1]pn",1,1
"nuhub[1]gn",1,1
"šamaš-ahhe-šallim[1]pn",1,1
"danqa-dibbi-šarri[1]pn",1,1
"gabdu-adad[1]pn",1,1
"hame[1]gn",1,1
"saharu[tower]n",1,1
"hasabu[1]pn",3,1
"nur-ilaʾi[1]pn",1,1
"ahi-leti[1]pn",1,1
"nabu-la-tuššaranni[1]pn",1,1
"milk-aya[1]pn",1,1
"salam-ammi[1]pn",1,1
"samhu[mixed]aj",1,1
"bili[1]pn",1,1
"v-10-ni-nu[itti-adad-anenu]1",1,1
"dadi-larim[1]pn",1,1
"sarukina[1]pn",1,1
"mardukya[1]pn",1,1
"hanan[1]pn",1,1
"šuri[1]gn",2,1
"aya-ṭuri[1]pn",1,1
"natunu[1]pn",1,1
"rahimi[1]pn",1,1
"nabu-duru-kuṣur[1]pn",4,1
"mullissu-duru-uṣri[1]pn",1,1
"šumma-ibašši-kettu[1]pn",2,1
"dandusi[1]pn",1,1
"huraya[1]pn",1,1
"gurrayu[1]pn",1,1
"ubrutu[1]pn",1,1
"simesime[1]pn",2,1
"ahusitu[1]pn",1,1
"mehsa[1]pn",1,1
"zabina[1]pn",1,1
"puṭupyati[1]pn",2,1
"aya-suri[1]pn",1,1
"šamaš-naplis[1]pn",1,1
"ubbuqu[1]pn",1,1
"kapar-ahuni[1]gn",1,1
"edi-ilu[1]pn",1,1
"šarru-uṣur[1]pn",1,1
"tuwi[1]pn",1,1
"ahat-imma[1]pn",1,1
"marduʾa[1]pn",1,1
"mannu-iqbi[1]pn",1,1
"nabu-natkil[1]pn",1,1
"enzu[goat]n",1,1
"baṭṭuṭanu[1]pn",1,1
"sin-nadin-ahhe[1]pn",1,1
"hattayu[1]pn",2,1
"lu-ahhe[1]pn",1,1
"urda-ninurta[1]pn",1,1
"qubate[1]gn",1,1
"til-rahayate[1]gn",1,1
"bit-ramannu[1]gn",1,1
"bit-ša-muhhi-ali[1]gn",1,1
"dur-nana[1]gn",1,1
"ṭab-rigimat-adad[1]pn",1,1
"nabu-šar-ilani[1]pn",1,1
"darura[1]pn",1,1
"zabdanu[1]pn",1,1
"ša-adad-anenu[1]pn",1,1
"ina-šar-aššur-allak[1]pn",1,1
"milki-larim[1]pn",1,1
"šadditu[1]pn",2,1
"hazzat[gaza]gn",1,1
"amur-ilu[1]pn",1,1
"baruri[1]gn",2,1
"didiya[1]pn",1,1
"palhu-ušezib[1]pn",1,1
"milki-idri[1]pn",1,1
"riša-abiša[1]pn",2,1
"mar-suri[1]pn",1,1
"illat[1]gn",1,1
"abu-uṣur[1]pn",1,1
"ququʾa[1]pn",1,1
"dawli[1]pn",1,1
"minu-epuš-ili[1]pn",1,1
"aplu-iddina[1]pn",1,1
"kalhayu[1]pn",1,1
"mušezib[1]pn",1,1
"ša-mutqītēšu[candy-peddler]n",1,1
"hani[1]pn",1,1
"šamaš-kettu-iddina[1]pn",1,1
"amsi[1]pn",1,1
"ṣapanu[1]pn",1,1
"ṣaiadu[1]pn",1,1
"šamaš-ayali[1]pn",1,1
"bauya[1]pn",1,1
"dimba[1]pn",1,1
"sin-ṣala[1]pn",1,1
"misu[1]pn",1,1
"seʾ-saka[1]pn",2,1
"sin-zeru-iddina[1]pn",1,1
"seʾ-šumki[1]pn",1,1
"salsali[1]pn",1,1
"hatta[1]gn",1,1
"mesimesi[1]pn",2,1
"aya-abu-uṣur[1]pn",1,1
"batultu[nubile-girl]n",1,1
"ina-šar-nabu-allak[1]pn",1,1
"ibla[1]gn",1,1
"sumurunu[1]gn",1,1
"yaranu[1]pn",1,1
"kapar-temanaya[1]pn",1,1
"akpalu[1]pn",1,1
"kapar-šamaš[1]gn",1,1
"ibala[1]gn",1,1
"dilil-adad[1]pn",1,1
"nušku-naṣir[1]pn",1,1
"la-amašši[1]pn",2,1
"marduk-iqbi[1]pn",1,1
"dugul-issar[1]pn",1,1
"qibit-ili[1]pn",1,1
"nergal-naʾdi[1]pn",1,1
"sa-abu[1]pn",1,1
"laduqi[1]pn",1,1
"saʾabu[1]pn",1,1
"ahi-milki[1]pn",2,1
"ṣadduru[1]pn",1,1
"bubutu[1]pn",1,1
"ubru-suni[1]pn",1,1
"hasayu[1]pn",2,1
"ṭab-šar-saggil[1]pn",5,1
